smiles,BalabanJ,Chi1n,Chi3n,Chi3v,EState_VSA2,EState_VSA6,EState_VSA9,FractionCSP3,HallKierAlpha,MinAbsEStateIndex,NumHDonors,PEOE_VSA14,SMR_VSA3,SMR_VSA5,SMR_VSA7,SlogP_VSA10,SlogP_VSA11,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,VSA_EState3,VSA_EState8,VSA_EState9,fr_Al_OH_noTert,fr_C_S,fr_benzene,fr_imide,fr_unbrch_alkane,EPS,Nc
*CC(=O)c1ccc(O*)cc1,2.843524062030637,2.8331688861030555,1.176291551710728,1.176291551710728,0.0,0.0,5.106527394840706,0.125,-1.31,0.0377605347694633,0,58.18647832379543,0.0,6.923737199690624,29.82891976554344,0.0,5.749511833283905,5.783244946364939,0.0,0.0,5.236876181027967,0.8135702475434616,0.0,0,0,1,0,0,3.8,1.7866
*CC(=O)Cc1ccc(*)s1,2.5725016835725403,2.583716209998576,0.898686780778879,1.6952297027451166,0.0,5.380062770465915,0.0,0.2857142857142857,-0.6300000000000001,0.2830697278911565,0,57.64907093207856,0.0,13.344558822616634,17.00988133062452,0.0,0.0,5.783244946364939,11.21535880699783,0.0,1.5517998866213154,0.9201577853363568,0.0,0,0,0,0,0,3.59,1.799
*CC(=O)Cc1ccc(*)cc1,2.6449316670687724,3.086151522057672,1.188562035402568,1.188562035402568,0.0,0.0,0.0,0.2222222222222222,-1.11,0.2612207105064248,0,59.817627787058434,0.0,13.344558822616634,29.82891976554344,0.0,0.0,5.783244946364939,11.21535880699783,0.0,0.0,0.8984389172335601,0.0,0,0,1,0,0,3.64,1.7624
*CC(=O)CC(*)=O,3.3954996118673995,1.4689084622436843,0.2693375672974064,0.2693375672974064,18.490227092420504,0.0,0.0,0.5,-0.66,0.1905555555555556,0,35.003038660254774,0.0,13.344558822616634,0.0,0.0,0.0,12.069405469494496,9.589074368143644,0.0,0.0,0.7618055555555555,0.0,0,0,0,0,0,3.79,1.7565
*CC(=O)CC(*)=S,3.3954996118673995,1.4689084622436843,0.2693375672974064,0.4136751345948128,0.0,0.0,12.217873443046695,0.5,-0.24,0.1798148148148148,0,41.50769729161632,0.0,13.344558822616634,0.0,0.0,0.0,11.150727841881178,4.794537184071822,0.0,1.0787500000000003,0.8951388888888888,0.0,0,1,0,0,0,3.82,1.8167
*CC(=O)CO*,3.002590528674132,1.199906061013292,0.1609876377148447,0.1609876377148447,0.0,0.0,5.106527394840706,0.6666666666666666,-0.37,0.0177777777777777,0,29.21492868948101,0.0,6.923737199690624,0.0,0.0,0.0,12.390126910877855,9.901064578912528,0.0,4.834953703703704,1.3012499999999998,0.0,0,0,0,0,0,3.7,1.6922
*CC(=O)C(=S)c1ccc(*)s1,2.8510623327042497,2.5807335740439594,0.9486784826542648,2.339525779419452,5.783244946364939,11.336785877934735,12.217873443046695,0.1428571428571428,-0.54,0.1659863945578231,0,68.31069007095087,0.0,6.923737199690624,17.00988133062452,0.0,0.0,10.647812265116563,4.794537184071822,0.0,1.4613832199546488,0.7662226001511716,0.0,0,1,0,0,0,4.85,2.0529
*CC(=O)C(=S)c1ccc(*)cc1,2.898667675015539,3.083168886103056,1.23367704455992,1.6970502055861756,5.783244946364939,0.0,12.217873443046695,0.1111111111111111,-1.02,0.1441373771730915,0,70.47924692593075,0.0,6.923737199690624,29.82891976554344,0.0,0.0,10.647812265116563,4.794537184071822,0.0,0.0,0.7445037320483749,0.0,0,1,1,0,0,4.62,2.03
*CC(=O)C(=S)C(*)=O,4.053443249785434,1.4659258262890684,0.3459525372463208,0.6569567712103939,16.93397278824612,0.0,0.0,0.25,-0.5700000000000001,0.018472222222222,0,45.66465779912708,0.0,6.923737199690624,0.0,0.0,0.0,16.93397278824612,9.589074368143644,0.0,0.0,0.6078703703703704,0.0,0,1,0,0,0,6.33,2.1903
*CC(=O)C(=S)O*,3.643224945571916,1.2159258262890684,0.2276709006307398,0.4553418012614795,10.833872606703473,0.0,5.106527394840706,0.3333333333333333,-0.44,0.0648148148148148,0,39.87654782835332,0.0,6.923737199690624,0.0,0.0,0.0,10.833872606703473,9.901064578912528,0.0,5.024768518518519,0.713287037037037,0.0,0,1,0,0,0,4.8,1.9836
*CC(=O)Nc1ccc(*)s1,2.5725016835725403,2.3766094288120274,0.7342508005733495,1.4462427331767054,5.907179729351506,11.336785877934735,0.0,0.1666666666666666,-0.8300000000000001,0.2146759259259261,1,56.79290747913202,0.0,6.923737199690624,12.13273413692322,5.001081976687867,0.0,5.907179729351506,4.794537184071822,0.0,5.425503590325019,0.8090466742252456,0.0,0,0,0,0,0,4.12,1.8784
*CC(=O)Nc1ccc(*)cc1,2.6449316670687724,2.879044740871124,1.0019904640467918,1.0019904640467918,5.907179729351506,0.0,0.0,0.125,-1.31,0.1860128495842783,1,58.96146433411189,0.0,6.923737199690624,24.26546827384644,5.687386274683562,0.0,5.907179729351506,4.794537184071822,0.0,2.870138888888889,0.7873278061224489,0.0,0,0,1,0,0,4.03,1.8294
*CC(=O)NC(*)=O,3.3954996118673995,1.2618016810571369,0.1904504202642842,0.1904504202642842,12.317275035467627,0.0,0.0,0.3333333333333333,-0.8600000000000001,0.0045833333333331,1,34.14687520730822,5.316788604006331,6.923737199690624,0.0,4.794537184071822,0.0,12.317275035467627,4.794537184071822,0.0,2.2881944444444446,0.6506944444444444,0.0,0,0,0,1,0,4.4,1.7864
*CC(=O)NC(*)=S,3.3954996118673995,1.2618016810571369,0.1904504202642842,0.2925124928802499,5.907179729351506,0.0,12.217873443046695,0.3333333333333333,-0.44,0.0687037037037037,1,40.65153383866978,5.316788604006331,6.923737199690624,0.0,0.0,0.0,11.39859740785431,4.794537184071822,0.0,2.658564814814815,0.7840277777777777,0.0,0,1,0,0,0,4.69,1.9255
*CC(=O)Oc1ccc(*)s1,2.5725016835725403,2.2848577192758905,0.6614029575106053,1.3359374115486962,5.969305287951849,11.336785877934735,4.736862953800049,0.1666666666666666,-0.8300000000000001,0.0353240740740739,0,56.33723294612643,0.0,6.923737199690624,12.13273413692322,0.0,5.0632075352882095,5.969305287951849,4.794537184071822,0.0,2.2185128495842785,0.6979355631141345,0.0,0,0,0,0,0,3.92,1.8447
*CC(=O)OC(*)=O,3.3954996118673995,1.170049971521,0.1555021169820366,0.1555021169820366,12.441526152668311,0.0,0.0,0.3333333333333333,-0.8600000000000001,0.0763425925925926,0,33.69120067430263,0.0,6.923737199690624,0.0,4.794537184071822,0.0,12.441526152668311,9.53140013787187,0.0,0.0,0.2850000000000001,0.0,0,0,0,0,0,3.95,1.7033
*CC(=O)OC(*)=S,3.3954996118673995,1.170049971521,0.1555021169820366,0.2388354503153699,5.969305287951849,0.0,0.0,0.3333333333333333,-0.44,0.0424074074074074,0,40.195859305664186,0.0,6.923737199690624,0.0,0.0,0.0,11.522848525054997,9.53140013787187,0.0,0.0,0.6729166666666666,0.0,0,1,0,0,0,3.78,1.7532
*CC(=S)c1ccc(C(*)=S)s1,2.9120812188252145,2.580733574043959,0.9814112860974386,2.740109713060383,0.0,11.336785877934735,24.43574688609339,0.1428571428571428,-0.12,0.1985685941043083,0,74.81534870231243,0.0,6.923737199690624,21.88702852432582,0.0,0.0,10.232050214267865,0.0,0.0,1.2196239606953894,1.2066808390022676,0.0,0,2,0,0,0,6.4,2.4487
*CC(=S)c1ccc(O*)s1,2.7991216323578683,2.330733574043959,0.8561627331012206,2.1449479572504413,0.0,11.336785877934735,17.324400837887403,0.1666666666666666,-0.4100000000000001,0.0365315570672712,0,62.52258010017711,0.0,6.923737199690624,17.00988133062452,0.0,5.0632075352882095,4.864567318751625,0.0,0.0,6.384353741496598,1.1999726001511717,0.0,0,1,0,0,0,5.64,2.1619
*CC(=S)c1ccc(N*)cc1,2.843524062030637,2.879044740871124,1.2068754548894405,1.4425777152849564,0.0,0.0,12.217873443046695,0.125,-0.8900000000000001,0.2643227985638698,1,65.25615147887812,0.0,6.923737199690624,29.82891976554344,5.687386274683562,0.0,4.864567318751625,0.0,0.0,0.0,1.2043487811791382,0.0,0,1,1,0,0,5.48,2.1325
*CC(=S)c1ccc(O*)cc1,2.843524062030637,2.8331688861030555,1.176291551710728,1.411993812106244,0.0,0.0,17.324400837887403,0.125,-0.8900000000000001,0.0143227985638698,0,64.69113695515699,0.0,6.923737199690624,29.82891976554344,0.0,5.749511833283905,4.864567318751625,0.0,0.0,5.304903391912321,1.1839406179138323,0.0,0,1,1,0,0,4.45,1.9879
*CC(=S)CC(*)=S,3.3954996118673995,1.4689084622436843,0.2693375672974064,0.5580127018922192,0.0,0.0,24.43574688609339,0.5,0.18,0.3131481481481482,0,48.01235592297789,0.0,13.344558822616634,0.0,0.0,0.0,10.232050214267865,0.0,0.0,1.2870833333333336,1.2655092592592592,0.0,0,2,0,0,0,3.96,1.9346
*CC(=S)CO*,3.002590528674132,1.199906061013292,0.1609876377148447,0.2788387679126026,0.0,0.0,17.324400837887403,0.6666666666666666,0.0499999999999999,0.151111111111111,0,35.71958732084257,0.0,6.923737199690624,0.0,0.0,0.0,11.471449283264544,5.106527394840706,0.0,5.043287037037037,2.041990740740741,0.0,0,1,0,0,0,4.16,1.8843
*CC(=S)C(=O)C(*)=S,4.053443249785434,1.4659258262890684,0.3459525372463208,0.7167433491449189,5.783244946364939,0.0,24.43574688609339,0.25,-0.15,0.0231481481481485,0,52.16931643048864,0.0,6.923737199690624,0.0,0.0,0.0,16.015295160632803,4.794537184071822,0.0,0.6528240740740743,0.9032407407407408,0.0,0,2,0,0,0,5.61,2.1951
*CC(=S)C(=O)O*,3.643224945571916,1.2159258262890684,0.2276709006307398,0.3943375672974064,5.969305287951849,0.0,12.217873443046695,0.3333333333333333,-0.44,0.2129629629629625,0,39.87654782835332,0.0,6.923737199690624,0.0,0.0,0.0,10.833872606703476,9.901064578912528,0.0,4.6127314814814815,0.8753240740740741,0.0,0,1,0,0,0,4.54,1.92
*CC(=S)NC(*)=S,3.3954996118673995,1.2618016810571369,0.1904504202642842,0.3945745654962156,0.0,0.0,24.43574688609339,0.3333333333333333,-0.02,0.202037037037037,1,47.15619247003134,5.316788604006331,6.923737199690624,0.0,0.0,0.0,10.479919780240996,0.0,0.0,3.028935185185185,1.1543981481481482,0.0,0,2,0,0,0,5.73,2.0504
*CC(=S)NO*,3.002590528674132,1.0118016810571369,0.1138354503153699,0.1971687836487032,0.0,0.0,17.425126467823986,0.5,-0.15,0.04,1,34.817462367374,5.480096598121202,6.923737199690624,0.0,0.0,0.0,4.988502101738191,5.20725302477729,0.0,4.793287037037037,1.1264814814814814,0.0,0,1,0,0,0,5.15,1.9431
*CC(=S)OC(*)=S,3.3954996118673995,1.170049971521,0.1555021169820366,0.3221687836487032,0.0,0.0,29.17260983989344,0.3333333333333333,-0.02,0.0909259259259258,0,46.70051793702575,0.0,6.923737199690624,0.0,0.0,0.0,10.604170897441684,4.736862953800049,0.0,0.7407407407407408,1.043287037037037,0.0,0,2,0,0,0,4.36,1.9523
*CNc1ccc(-c2ccc(*)cc2)s1,2.2486693658517765,3.993852488626015,1.782978132223856,2.8750098925201337,0.0,6.06636706846161,0.0,0.0909090909090909,-1.28,0.3539507747543461,1,81.6074966059357,0.0,0.0,36.39820241076966,5.001081976687867,0.0,7.04767198267719,0.0,0.0,4.772734552154196,0.0,1.2400110754178215,0,0,1,0,0,4.18,1.9424
*CNc1ccc(C(*)=O)s1,2.732617316782816,2.3766094288120274,0.8808190543318929,1.8204818875659885,0.0,11.336785877934735,0.0,0.1666666666666666,-0.8300000000000001,0.140528155706727,1,56.79290747913202,0.0,0.0,17.00988133062452,5.001081976687867,0.0,13.333832505806743,0.0,0.0,4.457777777777778,0.0,1.1710610355253213,0,0,0,0,0,5.29,2.0195
*CNc1ccc(C(*)=S)s1,2.732617316782816,2.3766094288120274,0.8808190543318929,2.1883330177637466,0.0,0.0,12.217873443046695,0.1666666666666666,-0.4100000000000001,0.2298422146636431,1,63.297566110493584,0.0,0.0,17.00988133062452,5.001081976687867,0.0,12.41515487819343,0.0,0.0,5.925549886621315,0.0,1.239088246409675,0,1,0,0,0,6.19,2.251
*CNc1ccc(N*)s1,2.591816305336146,2.172485283580096,0.7802268225663472,1.6365563224671096,0.0,0.0,0.0,0.2,-0.7000000000000002,0.3178051776266061,2,51.5698120320794,0.0,0.0,12.13273413692322,10.002163953375732,0.0,7.04767198267719,0.0,0.0,6.054166666666667,0.0,1.2601577853363568,0,0,0,0,0,4.18,1.8551
*CNc1ccc(O*)s1,2.591816305336146,2.1266094288120274,0.7555705013356749,1.5931712619538048,0.0,11.336785877934735,5.106527394840706,0.2,-0.7000000000000002,0.0678051776266061,1,51.00479750835826,0.0,0.0,12.13273413692322,5.001081976687867,5.0632075352882095,7.04767198267719,0.0,0.0,10.991761148904008,0.0,1.2323800075585791,0,0,0,0,0,4.2,1.8497
*CNc1ccc(-c2ccc(*)s2)cc1,2.231956505158513,3.993852488626015,1.8451737182164685,2.690805838599375,0.0,5.380062770465915,0.0,0.0909090909090909,-1.2800000000000002,0.3684892290249433,1,81.6074966059357,0.0,0.0,36.39820241076966,5.687386274683562,0.0,7.04767198267719,0.0,0.0,5.040068525867137,0.0,1.2296992052994038,0,0,1,0,0,4.42,1.9541
*CNc1ccc(C(*)=O)cc1,2.780862288870475,2.879044740871124,1.2068754548894405,1.2068754548894405,0.0,0.0,0.0,0.125,-1.31,0.1693506708238852,1,58.96146433411189,0.0,0.0,29.82891976554344,5.687386274683562,0.0,13.333832505806743,0.0,0.0,3.293868102796674,0.0,1.1678254913076342,0,0,1,0,0,4.8,1.9491
*CNc1ccc(N*)cc1,2.664537066654608,2.6749205956391924,1.0890243246916822,1.0890243246916822,0.0,0.0,0.0,0.1428571428571428,-1.1800000000000002,0.2889826625094481,2,53.73836888705927,0.0,0.0,24.26546827384644,11.374772549367124,0.0,7.04767198267719,0.0,0.0,3.362556689342404,0.0,1.2367561885865457,0,0,1,0,0,4.2,1.8632
*CNc1ccc(O*)cc1,2.664537066654608,2.629044740871124,1.05844042151297,1.05844042151297,0.0,0.0,5.106527394840706,0.1428571428571428,-1.1800000000000002,0.0389826625094481,1,53.17335436333813,0.0,0.0,24.26546827384644,5.687386274683562,5.749511833283905,7.04767198267719,0.0,0.0,8.619935515873015,0.0,1.2163480253212398,0,0,1,0,0,4.14,1.8414
*CNCc1ccc(*)s1,2.422977777805392,2.379592064766644,0.8265179971301757,1.6230609190964134,0.0,5.380062770465915,0.0,0.3333333333333333,-0.3400000000000001,0.4535922146636432,1,52.63594697162127,5.316788604006331,6.544756405912575,17.00988133062452,0.0,0.0,7.04767198267719,6.544756405912575,0.0,5.093790627362056,1.125324074074074,1.3229355631141346,0,0,0,0,0,3.53,1.7813
*CNCc1ccc(*)cc1,2.51863794324683,2.88202737682574,1.1163932517538648,1.1163932517538648,0.0,6.06636706846161,0.0,0.25,-0.8200000000000001,0.4071308106575964,1,54.80450382660114,5.316788604006331,6.544756405912575,29.82891976554344,0.0,0.0,7.04767198267719,6.544756405912575,0.0,3.415519652305367,1.0731944444444443,1.301216695011338,0,0,1,0,0,3.37,1.7745
*CNCC(*)=O,2.8219389370591843,1.2647843170117528,0.1971687836487032,0.1971687836487032,0.0,0.0,0.0,0.6666666666666666,-0.37,0.0026388888888888,1,29.98991469979748,5.316788604006331,0.0,0.0,0.0,0.0,19.87858891171932,4.794537184071822,0.0,3.071759259259259,0.6840277777777777,1.1645833333333333,0,0,0,0,0,3.5,1.7201
*CNCC(*)=S,2.8219389370591843,1.2647843170117528,0.1971687836487032,0.3415063509461096,0.0,0.0,12.217873443046695,0.6666666666666666,0.0499999999999999,0.3677314814814815,1,36.49457333115903,5.316788604006331,0.0,0.0,0.0,0.0,18.959911284106006,0.0,0.0,4.599583333333333,1.054398148148148,1.2979166666666666,0,1,0,0,0,3.85,1.8901
*CNCN*,2.3390923149762908,1.0606601717798212,0.1249999999999999,0.1249999999999999,0.0,0.0,0.0,1.0,-0.08,0.4556944444444444,2,24.76681925274485,11.050456081168516,0.0,0.0,0.0,0.0,13.716363171576331,0.0,0.0,3.2604166666666665,1.0868055555555556,1.3325,0,0,0,0,0,3.29,1.7262
*CNCO*,2.3390923149762908,0.9957819157813604,0.1020620726159657,0.1020620726159657,0.0,0.0,5.106527394840706,1.0,-0.08,0.2056944444444444,1,24.20180472902372,5.316788604006331,0.0,0.0,0.0,0.0,13.778488730176674,5.106527394840706,0.0,8.110416666666666,0.8368055555555556,1.27,0,0,0,0,0,3.53,1.6697
*CNC(=O)c1ccc(*)s1,2.685447835960937,2.3766094288120274,0.8559807796796153,1.651306045616305,5.907179729351506,11.336785877934735,0.0,0.1666666666666666,-0.8300000000000001,0.1354629629629631,1,56.79290747913201,5.316788604006331,0.0,17.00988133062452,0.0,0.0,12.954851712028695,0.0,0.0,4.328373960695389,0.0,0.960667044595616,0,0,0,0,0,4.11,1.8558
*CNC(=O)C(*)=S,3.4904530666021536,1.2618016810571369,0.2532548342716712,0.4386502402209702,5.907179729351506,0.0,12.217873443046695,0.3333333333333333,-0.44,0.0257870370370369,1,40.65153383866978,5.316788604006331,0.0,0.0,0.0,0.0,18.32233460754493,4.794537184071822,0.0,3.423657407407408,0.0,0.9356481481481482,0,1,0,0,0,5.23,1.9972
*CNC(=S)c1ccc(*)s1,2.685447835960937,2.3766094288120274,0.8559807796796153,2.163494743111469,0.0,5.380062770465915,12.217873443046695,0.1666666666666666,-0.41,0.3728514739229025,1,63.29756611049358,5.316788604006331,0.0,17.00988133062452,0.0,0.0,12.03617408441538,0.0,0.0,4.832077664399093,0.0,1.1690003779289493,0,1,0,0,0,4.55,1.9675
*CNC(=S)c1ccc(*)cc1,2.753742758109602,2.879044740871124,1.1409793415852705,1.5210191692781927,0.0,0.0,12.217873443046695,0.125,-0.89,0.3480794123204838,1,65.46612296547346,5.316788604006331,0.0,29.82891976554344,0.0,0.0,12.03617408441538,0.0,0.0,3.24422335600907,0.0,1.1472815098261526,0,1,1,0,0,3.99,1.8914
*CNC(=S)C(*)=O,3.4904530666021536,1.2618016810571369,0.2532548342716712,0.480925734902411,6.286160523129555,0.0,12.217873443046695,0.3333333333333333,-0.44,0.1878240740740739,1,40.651533838669785,5.316788604006331,0.0,0.0,0.0,0.0,18.32233460754493,4.794537184071822,0.0,2.900462962962963,0.0,1.0106481481481482,0,1,0,0,0,5.35,2.0233
*CNC(=S)N*,3.002590528674132,1.0576775358252053,0.1605571312970216,0.3048946985944281,0.0,0.0,12.217873443046695,0.5,-0.31,0.2705092592592593,2,35.42843839161716,11.050456081168516,0.0,0.0,0.0,0.0,12.160108867401949,0.0,0.0,3.9733796296296298,0.0,1.178564814814815,0,1,0,0,0,5.58,1.8071
*CNC(=S)O*,3.002590528674132,1.0118016810571369,0.1443375672974064,0.2886751345948128,0.0,0.0,17.324400837887403,0.5,-0.31,0.0205092592592592,1,34.863423867896024,5.316788604006331,0.0,0.0,0.0,0.0,12.22223442600229,5.106527394840706,0.0,8.513194444444444,0.0,1.116064814814815,0,1,0,0,0,4.57,1.8672
*CNOc1ccc(*)s1,2.422977777805392,2.080733574043959,0.6197362908439384,1.2942707448820296,0.0,16.716848648400653,4.8375885837366335,0.2,-0.54,0.3735922146636432,1,51.2781474851471,5.480096598121202,0.0,12.13273413692322,0.0,5.0632075352882095,7.04767198267719,0.0,0.0,2.574068405139834,0.0,1.1007133408919123,0,0,0,0,0,3.82,1.8539
*CNOc1ccc(*)cc1,2.51863794324683,2.5831688861030555,0.8776695234608329,0.8776695234608329,0.0,0.0,4.8375885837366335,0.1428571428571428,-1.02,0.3515752551020408,1,53.44670434012698,5.480096598121202,0.0,24.26546827384644,0.0,5.749511833283905,7.04767198267719,0.0,0.0,0.0,0.0,1.0789944727891156,0,0,1,0,0,3.65,1.8294
*CNOC(*)=S,2.8219389370591843,0.9659258262890684,0.1138354503153699,0.1971687836487032,0.0,0.0,17.055462026783328,0.5,-0.15,0.1455092592592592,1,35.13677384468487,5.480096598121202,0.0,0.0,0.0,0.0,12.601215219780338,4.8375885837366335,0.0,0.0,0.0,1.0756944444444445,0,1,0,0,0,3.89,1.8633
*CNON*,2.3390923149762908,0.7618016810571369,0.0721687836487032,0.0721687836487032,0.0,0.0,0.0,1.0,-0.12,0.2334722222222222,2,23.363058265748663,11.377072069398258,0.0,0.0,0.0,0.0,7.04767198267719,4.938314213673218,0.0,0.0,0.0,1.1102777777777777,0,0,0,0,0,3.62,1.7453
*COc1ccc(-c2ccc(*)cc2)s1,2.2486693658517765,3.883098377859486,1.726349853160727,2.773166437074724,0.0,17.403152946396347,4.736862953800049,0.0909090909090909,-1.28,0.3416050957420005,0,81.15182207293009,0.0,0.0,36.39820241076966,0.0,5.0632075352882095,7.109797541277533,0.0,0.0,1.071712962962963,0.0,0.9900110754178214,0,0,1,0,0,4.15,1.9391
*COc1ccc(O*)s1,2.591816305336146,2.015855318045498,0.6989422222725459,1.4913278065083948,0.0,11.336785877934735,9.843390348640757,0.2,-0.7000000000000002,0.0400273998488284,0,50.54912297535266,0.0,0.0,12.13273413692322,0.0,10.12641507057642,7.109797541277533,0.0,0.0,7.299631519274376,0.0,0.9823800075585788,0,0,0,0,0,3.85,1.795
*COc1ccc(O*)cc1,2.664537066654608,2.518290630104594,0.9903990397689928,0.9903990397689928,0.0,0.0,9.843390348640757,0.1428571428571428,-1.1800000000000002,0.0185744992441421,0,52.717679830332536,0.0,0.0,24.26546827384644,0.0,11.49902366656781,7.109797541277533,0.0,0.0,5.257378826530612,0.0,0.9663480253212396,0,0,1,0,0,3.8,1.7891
*COC(=O)O*,3.002590528674132,0.9010475702906076,0.1178511301977579,0.1178511301977579,0.0,0.0,0.0,0.5,-0.73,0.2155555555555556,0,27.903090703528868,0.0,0.0,0.0,4.794537184071822,0.0,13.265163170816292,9.843390348640757,0.0,4.419444444444444,0.0,0.6577314814814814,0,0,0,0,0,3.73,1.657
*COC(=S)O*,3.002590528674132,0.9010475702906076,0.1178511301977579,0.2357022603955158,0.0,0.0,9.843390348640757,0.5,-0.31,0.0419907407407407,0,34.407749334890426,0.0,0.0,0.0,0.0,0.0,12.346485543202975,9.843390348640757,0.0,5.174074074074074,0.0,0.8660648148148148,0,1,0,0,0,4.34,1.8467
*CONC(*)=O,2.8219389370591843,0.946923425058676,0.1138354503153699,0.1138354503153699,6.410095306116121,0.0,0.0,0.5,-0.5700000000000001,0.1250462962962963,1,28.63211521332331,5.480096598121202,0.0,0.0,4.794537184071822,0.0,13.519892847393654,4.8375885837366335,0.0,0.0,0.0,0.8034722222222223,0,0,0,0,0,4.13,1.7438
*CONO*,2.3390923149762908,0.696923425058676,0.0589255650988789,0.0589255650988789,0.0,0.0,0.0,1.0,-0.12,0.0320833333333333,1,22.79804374202753,5.643404592236074,0.0,0.0,0.0,0.0,7.109797541277533,10.044841608513924,0.0,4.6,0.0,0.9088888888888887,0,0,0,0,0,4.25,1.7417
*C(=O)c1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,1.9381423389123984,4.910919824192399,2.269918021424779,5.525236267409914,0.0,16.716848648400653,0.0,0.0,-1.2299999999999998,0.2109704492704129,0,111.25505649074768,0.0,0.0,41.27534960447096,0.0,0.0,6.286160523129555,0.0,0.0,1.591541817586641,0.0,0.0,0,0,0,0,0,8.28,2.705
*C(=O)c1ccc(-c2ccc(C(*)=S)s2)s1,2.349062263009113,3.796112076437508,1.6560275263322053,4.183564782132192,0.0,22.673571755869474,12.217873443046695,0.0,-0.8400000000000001,0.131507359116486,0,95.1136828502854,0.0,0.0,34.01976266124904,0.0,0.0,11.653643418645796,0.0,0.0,1.1786396657428404,0.0,0.0,0,1,0,0,0,6.5,2.3807
*Oc1ccc(-c2ccc(C(*)=O)s2)s1,2.3233777830440703,3.546112076437508,1.5307789733359871,3.58840302632225,0.0,22.673571755869474,5.106527394840706,0.0,-1.13,0.0305296779205508,0,82.8209142481501,0.0,0.0,29.142615467547746,0.0,5.0632075352882095,6.286160523129555,0.0,0.0,6.4073366244646,0.0,0.0,0,0,0,0,0,5.23,2.0521
*C(=O)c1ccc(-c2ccc(-c3ccc(*)s3)cc2)s1,1.902325887568432,5.413355136251495,2.632155567916187,4.508815214631296,0.0,16.716848648400653,0.0,0.0,-1.7099999999999995,0.2208649610236908,0,113.42361334572756,0.0,0.0,53.40808374139418,0.0,0.0,6.286160523129555,0.0,0.0,1.5841975308641976,0.0,0.0,0,0,1,0,0,7.44,2.5812
*C(=O)c1ccc(-c2ccc(C(*)=S)cc2)s1,2.3274072852573684,4.298547388496604,1.993857304589157,3.2605870913168777,0.0,11.336785877934735,12.217873443046695,0.0,-1.32,0.1203635937208266,0,97.28223970526533,0.0,0.0,46.83880109616796,0.0,0.0,11.653643418645796,0.0,0.0,1.1555135109599397,0.0,0.0,0,1,1,0,0,5.9,2.2782
*Oc1ccc(-c2ccc(C(*)=O)s2)cc1,2.3115864006790567,4.048547388496604,1.8454222712126864,2.8764497975448924,0.0,11.336785877934735,5.106527394840706,0.0,-1.61,0.0416734433162102,0,84.98947110312999,0.0,0.0,41.27534960447096,0.0,5.749511833283905,6.286160523129555,0.0,0.0,5.357768854455362,0.0,0.0,0,0,1,0,0,5.45,2.1334
*C(=O)c1ccc(C(=O)c2ccc(*)s2)s1,2.304522786101898,3.796112076437508,1.625803898172049,3.401849835994728,12.069405469494496,23.46952001485796,0.0,0.0,-1.2599999999999998,0.0775925925925926,0,88.60902421892388,0.0,0.0,38.89690985495034,0.0,0.0,12.069405469494496,0.0,0.0,1.379658184261359,0.0,0.0,0,0,0,0,0,7.04,2.0879
*C(=O)c1ccc(C(=O)C(*)=S)s1,2.9854529680476976,2.681304328682617,1.0230779527641052,2.1891940305993924,12.069405469494496,12.13273413692322,12.217873443046695,0.0,-0.8700000000000001,0.0208333333333332,0,72.46765057846162,0.0,0.0,21.88702852432582,0.0,0.0,17.436888365010734,0.0,0.0,0.6009193121693122,0.0,0.0,0,1,0,0,0,6.61,2.3542
*OC(=O)c1ccc(C(*)=O)s1,2.9120812188252145,2.431304328682617,0.9077726615983152,1.8697645942016712,12.255465811081404,12.13273413692322,5.106527394840706,0.0,-1.16,0.2381424792139079,0,60.174881976326304,0.0,0.0,21.88702852432582,0.0,0.0,12.255465811081404,5.106527394840706,0.0,4.759915910808768,0.0,0.0,0,0,0,0,0,4.57,1.8811
*OC(=S)c1ccc(C(*)=O)s1,2.9120812188252145,2.431304328682617,0.9077726615983152,2.237615724399429,0.0,0.0,17.324400837887403,0.0,-0.74,0.1343924792139077,0,66.67954060768787,0.0,0.0,21.88702852432582,0.0,0.0,11.33678818346809,5.106527394840706,0.0,5.706675170068028,0.0,0.0,0,1,0,0,0,5.45,2.068
*C(=O)c1ccc(Oc2ccc(*)s2)s1,2.140448930923352,3.50023622166944,1.330091615797332,2.864555929822814,0.0,11.336785877934735,4.736862953800049,0.0,-1.13,0.2209292590492984,0,83.14022572546097,0.0,0.0,29.14261546754774,0.0,10.12641507057642,6.286160523129555,0.0,0.0,3.260114533467709,0.0,0.0,0,0,0,0,0,5.0,2.0427
*C(=O)c1ccc(OC(*)=S)s1,2.7716918003223654,2.3854284739145486,0.8241907752687638,1.7674539685894872,0.0,0.0,16.954736396846744,0.0,-0.7400000000000002,0.0093924792139079,0,66.99885208499873,0.0,0.0,17.00988133062452,0.0,5.0632075352882095,11.839703760232704,0.0,0.0,0.7762962962962965,0.0,0.0,0,1,0,0,0,6.41,2.3124
